Timestamp,"Please confirm the following before proceeding with the survey:
05/07/2026 15:24:10,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Bachelor's Degree,Monthly,Both equally,4,1,1,4,5,5,3,No,No,No,Not Sure,No,,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,End the call without checking,1,1,3,3,1,Always,Sometimes,Rarely,Never,1,1,4,1,2,2,Fingerprint Recognition,I have no concerns
07/07/2026 00:09:59,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Daily,Mobile Banking App,4,3,3,2,2,2,1,No,No,No,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,3,Rarely,Rarely,Sometimes,Sometimes,2,3,2,3,2,3,"Face ID / Facial Recognition, Fingerprint Recognition",Privacy of biometric data
08/07/2026 11:50:56,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Weekly,Internet Banking Website,2,4,2,4,2,4,4,No,No,Yes,Not Sure,No,I was unsure whether it was a phishing attempt.,Click the link immediately,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,Rarely,Never,Never,Never,3,3,3,3,3,3,Fingerprint Recognition,Lack of understanding of how biometric data is used
08/07/2026 11:52:36,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Prefer not to say,Secondary School,Daily,Internet Banking Website,4,4,3,3,3,2,2,No,No,No,No,No,"My bank warned me about similar scams., I reported it to my bank., I clicked the link before realizing it was suspicious.",Verify the request using the bank's official website or customer service,Ask why it is needed,Delete the notification,Verify the request using the bank's official contact details,4,3,3,3,3,Sometimes,Rarely,Never,Rarely,2,2,3,3,3,3,"Face ID / Facial Recognition, Fingerprint Recognition",Privacy of biometric data
08/07/2026 13:21:00,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Diploma,Daily,Internet Banking Website,3,3,3,3,3,3,3,Yes,Yes,Yes,No,No,"My bank warned me about similar scams., I reported it to my bank.",Verify the request using the bank's official website or customer service,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,Never,Never,Never,Never,2,2,2,2,2,2,Fingerprint Recognition,Privacy of biometric data
09/07/2026 06:51:52,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Daily,Mobile Banking App,3,1,1,2,1,1,2,No,No,No,No,No,,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,1,2,1,2,2,Always,Always,Always,Always,2,3,4,3,1,3,"Face ID / Facial Recognition, Voice Recognition",Accuracy of biometric authentication
09/07/2026 08:42:45,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Prefer not to say,😂😂😂,Monthly,Internet Banking Website,5,5,5,5,5,5,5,Not Sure,Not Sure,Not Sure,Not Sure,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., The message requested sensitive information (passwords, PINs, OTPs)., My bank warned me about similar scams., I ignored and deleted the email., I reported it to my bank., I clicked the link before realizing it was suspicious., I was unsure whether it was a phishing attempt., 😂😂😂🍆",Reply to the email,Share the OTP,Wait to see if it happens again,Approve the transaction,5,5,5,5,5,Never,Never,Never,Always,5,5,5,5,5,5,👅👅👅,🐷🐷🐷
09/07/2026 11:04:27,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Secondary School,Weekly,Internet Banking Website,2,3,3,3,4,5,5,Not Sure,Not Sure,No,No,No,,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,3,3,3,Rarely,Rarely,Rarely,Rarely,3,2,3,4,5,3,"Fingerprint Recognition, Voice Recognition","Privacy of biometric data, Risk of biometric data being stolen"
09/07/2026 11:05:44,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Diploma,Weekly,Internet Banking Website,2,1,3,3,4,4,4,No,Yes,Yes,No,Yes,"I noticed suspicious links or website URLs., The sender's email address looked suspicious., My bank warned me about similar scams., I was unsure whether it was a phishing attempt.",Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,4,4,2,3,Sometimes,Rarely,Sometimes,Rarely,1,1,1,1,1,1,Fingerprint Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used, Accuracy of biometric authentication"
09/07/2026 11:08:58,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Secondary School,Monthly,Mobile Banking App,2,2,3,3,4,4,3,No,No,Yes,Yes,No,"The email contained spelling or grammar mistakes., I reported it to my bank., I was unsure whether it was a phishing attempt.",Click the link immediately,Share the OTP,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,2,3,4,5,Rarely,Rarely,Never,Rarely,4,3,3,4,4,3,Voice Recognition,Risk of biometric data being stolen
09/07/2026 11:10:19,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Daily,Mobile Banking App,2,3,4,1,1,1,1,Yes,No,No,No,No,"The email contained spelling or grammar mistakes., I reported it to my bank.",Ignore it completely,Ignore the request but continue the conversation,Change your password immediately and contact the bank,End the call without checking,2,3,3,1,2,Sometimes,Sometimes,Rarely,Rarely,3,5,1,1,1,1,Fingerprint Recognition,Lack of understanding of how biometric data is used
09/07/2026 22:18:43,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Master's Degree,Weekly,Mobile Banking App,2,2,2,2,2,2,2,No,No,Yes,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., I ignored and deleted the email., I reported it to my bank.",Click the link immediately,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,Rarely,Sometimes,Sometimes,Sometimes,2,2,2,2,2,2,"Fingerprint Recognition, Voice Recognition",Privacy of biometric data
11/07/2026 11:45:48,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Weekly,Internet Banking Website,4,2,4,1,3,3,3,Yes,No,No,Yes,Yes,"The email contained spelling or grammar mistakes., I reported it to my bank.",Ignore it completely,Share the OTP,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,Rarely,Rarely,Rarely,Rarely,2,2,2,2,2,2,Fingerprint Recognition,Risk of biometric data being stolen
11/07/2026 11:50:34,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Weekly,Internet Banking Website,2,2,2,2,2,2,2,Yes,No,No,No,No,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., The message requested sensitive information (passwords, PINs, OTPs)., My bank warned me about similar scams., I ignored and deleted the email., I reported it to my bank., I clicked the link before realizing it was suspicious.",Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,3,3,3,3,Sometimes,Sometimes,Sometimes,Sometimes,2,2,2,2,2,2,Fingerprint Recognition,"Privacy of biometric data, Risk of biometric data being stolen"
11/07/2026 12:00:23,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Bachelor's Degree,Monthly,Both equally,3,3,3,4,4,4,4,No,No,No,Yes,No,"The email contained spelling or grammar mistakes., The message requested sensitive information (passwords, PINs, OTPs).",Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Delete the notification,End the call without checking,3,3,4,5,5,Sometimes,Sometimes,Always,Sometimes,3,3,3,4,4,4,Face ID / Facial Recognition,Accuracy of biometric authentication
11/07/2026 12:01:48,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Bachelor's Degree,Monthly,Both equally,5,5,5,4,4,3,3,Not Sure,Not Sure,Not Sure,Not Sure,Yes,"My bank warned me about similar scams., I ignored and deleted the email.",Ignore it completely,Share the OTP,Wait to see if it happens again,Share your banking details,3,3,4,4,5,Sometimes,Sometimes,Sometimes,Sometimes,4,3,4,3,4,3,Fingerprint Recognition,Risk of biometric data being stolen
11/07/2026 12:13:55,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Master's Degree,Monthly,Internet Banking Website,3,2,3,2,3,2,4,Not Sure,Not Sure,Not Sure,Not Sure,Yes,,Click the link immediately,Ignore the request but continue the conversation,Change your password immediately and contact the bank,Share your banking details,4,2,2,3,3,Rarely,Rarely,Sometimes,Rarely,3,2,2,3,2,3,Voice Recognition,Risk of biometric data being stolen
11/07/2026 18:08:52,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Secondary School,Daily,Mobile Banking App,2,2,2,2,2,2,2,Not Sure,Not Sure,No,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Verify the request using the bank's official website or customer service,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,3,3,3,Rarely,Rarely,Rarely,Rarely,2,2,2,2,2,2,Face ID / Facial Recognition,"Privacy of biometric data, Risk of biometric data being stolen, Lack of understanding of how biometric data is used, Accuracy of biometric authentication"
11/07/2026 18:11:23,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Weekly,Internet Banking Website,1,1,1,2,2,2,2,Yes,No,No,No,No,The sender's email address looked suspicious.,Ignore it completely,Ask why it is needed,Ignore it,End the call without checking,3,3,3,3,3,Rarely,Rarely,Rarely,Rarely,2,2,2,2,2,2,Face ID / Facial Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used"
12/07/2026 14:10:21,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Secondary School,Daily,Mobile Banking App,1,3,3,4,3,4,4,No,No,No,No,Yes,My bank warned me about similar scams.,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,4,4,4,4,Sometimes,Sometimes,Sometimes,Sometimes,3,4,4,3,3,4,Face ID / Facial Recognition,Risk of biometric data being stolen
12/07/2026 18:30:49,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Diploma,Weekly,Internet Banking Website,2,3,2,3,3,3,3,No,No,Not Sure,No,Yes,"The email contained spelling or grammar mistakes., The sender's email address looked suspicious.",Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,3,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,3,4,3,3,4,3,"Face ID / Facial Recognition, I do not use biometric authentication, ","Privacy of biometric data, Risk of biometric data being stolen"
12/07/2026 18:32:38,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Female,Diploma,Rarely,Mobile Banking App,1,1,4,4,4,4,4,No,Not Sure,Not Sure,Not Sure,No,My bank warned me about similar scams.,Click the link immediately,Ask why it is needed,Wait to see if it happens again,End the call without checking,4,4,4,4,4,Rarely,Rarely,Never,Never,3,4,3,4,3,4,Face ID / Facial Recognition,I have no concerns
12/07/2026 18:34:27,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Master's Degree,Weekly,Internet Banking Website,4,3,3,4,4,4,4,No,No,Not Sure,Not Sure,No,"The sender's email address looked suspicious., My bank warned me about similar scams.",Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Delete the notification,End the call without checking,4,4,3,4,3,Sometimes,Sometimes,Sometimes,Sometimes,4,3,4,4,4,4,"Face ID / Facial Recognition, Fingerprint Recognition","Risk of biometric data being stolen, Lack of understanding of how biometric data is used"
12/07/2026 22:25:31,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Male,Secondary School,Daily,Mobile Banking App,3,3,3,3,3,4,4,No,No,No,No,No,The sender's email address looked suspicious.,Ignore it completely,Share the OTP,Wait to see if it happens again,Approve the transaction,2,2,2,2,2,Never,Never,Never,Never,2,2,2,2,2,2,Face ID / Facial Recognition,Privacy of biometric data
13/07/2026 16:15:00,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Daily,Mobile Banking App,4,4,4,4,4,4,4,No,Yes,No,No,No,"The email contained spelling or grammar mistakes., I clicked the link before realizing it was suspicious.",Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Approve the transaction,5,4,2,3,2,Sometimes,Sometimes,Rarely,Never,1,2,3,4,3,3,Fingerprint Recognition,I have no concerns
13/07/2026 18:30:11,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Monthly,Internet Banking Website,4,4,4,4,4,4,4,Not Sure,Not Sure,No,Not Sure,No,I ignored and deleted the email.,Click the link immediately,Ask why it is needed,Delete the notification,Verify the request using the bank's official contact details,3,4,4,4,3,Sometimes,Sometimes,Sometimes,Sometimes,4,3,4,4,4,4,Face ID / Facial Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used"
14/07/2026 16:31:45,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Doctorate,Monthly,Both equally,4,4,4,4,4,4,4,No,Not Sure,No,Yes,No,The email contained spelling or grammar mistakes.,Click the link immediately,End the call and contact the bank through official channels,Wait to see if it happens again,Verify the request using the bank's official contact details,2,3,3,2,2,Rarely,Rarely,Rarely,Rarely,2,2,2,2,2,3,Voice Recognition,Lack of understanding of how biometric data is used
14/07/2026 19:12:20,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Male,Master's Degree,Weekly,Both equally,3,4,2,3,2,3,2,No,No,No,No,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Ignore it completely,End the call and contact the bank through official channels,Wait to see if it happens again,Share your banking details,2,3,3,3,4,Sometimes,Sometimes,Sometimes,Rarely,3,2,3,4,4,3,"Face ID / Facial Recognition, Fingerprint Recognition, Voice Recognition","Lack of understanding of how biometric data is used, I have no concerns"
14/07/2026 19:40:42,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Weekly,Internet Banking Website,2,3,2,2,2,2,2,No,No,No,No,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Click the link immediately,Share the OTP,Wait to see if it happens again,Share your banking details,3,4,3,2,3,Rarely,Rarely,Never,Rarely,2,2,3,3,1,2,Fingerprint Recognition,Risk of biometric data being stolen
15/07/2026 16:25:22,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Diploma,Weekly,Mobile Banking App,1,2,3,3,3,3,3,Yes,No,No,No,No,"The email contained spelling or grammar mistakes., The sender's email address looked suspicious.",Ignore it completely,Share the OTP,Change your password immediately and contact the bank,Share your banking details,3,3,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,2,3,2,3,2,3,"Face ID / Facial Recognition, Fingerprint Recognition",Privacy of biometric data
16/07/2026 10:07:32,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Sixth form,Weekly,Internet Banking Website,2,3,3,4,4,4,4,No,Yes,No,No,No,The email contained spelling or grammar mistakes.,Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Share your banking details,3,2,2,2,3,Rarely,Rarely,Rarely,Sometimes,2,2,2,2,2,2,"Face ID / Facial Recognition, Fingerprint Recognition",Lack of understanding of how biometric data is used
16/07/2026 10:10:02,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Bachelor's Degree,Monthly,Mobile Banking App,2,2,2,3,2,2,2,No,Yes,Yes,Not Sure,Yes,"I noticed suspicious links or website URLs., The sender's email address looked suspicious., My bank warned me about similar scams.",Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,1,2,2,Rarely,Rarely,Rarely,Rarely,2,2,2,2,2,2,Face ID / Facial Recognition,Privacy of biometric data
16/07/2026 10:11:12,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Diploma,Daily,Mobile Banking App,3,2,2,2,2,2,2,Yes,No,Not Sure,Not Sure,Yes,"I clicked the link before realizing it was suspicious., I was unsure whether it was a phishing attempt.",Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,3,2,2,1,Rarely,Sometimes,Sometimes,Sometimes,2,2,2,2,2,2,Fingerprint Recognition,Lack of understanding of how biometric data is used
16/07/2026 10:13:18,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Diploma,Weekly,Mobile Banking App,2,2,3,2,2,3,1,No,No,Not Sure,Not Sure,No,"The email contained spelling or grammar mistakes., The sender's email address looked suspicious., My bank warned me about similar scams.",Click the link immediately,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,3,3,Rarely,Rarely,Always,Always,4,5,3,3,3,4,"Face ID / Facial Recognition, Fingerprint Recognition",Lack of understanding of how biometric data is used
16/07/2026 10:16:56,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Diploma,Monthly,Both equally,2,2,2,2,2,2,2,No,No,No,No,No,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,Rarely,Rarely,Rarely,Rarely,2,1,2,2,2,2,Face ID / Facial Recognition,Risk of biometric data being stolen
16/07/2026 10:18:28,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Prefer not to say,Secondary School,Weekly,Mobile Banking App,3,2,1,2,2,2,2,Yes,No,No,No,No,I noticed suspicious links or website URLs.,Click the link immediately,Share the OTP,Change your password immediately and contact the bank,Approve the transaction,1,2,2,1,1,Never,Sometimes,Sometimes,Rarely,2,2,2,1,2,2,Fingerprint Recognition,Risk of biometric data being stolen
16/07/2026 10:22:28,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Prefer not to say,Diploma,Monthly,Internet Banking Website,3,4,3,2,3,2,3,No,No,No,No,Yes,"The email contained spelling or grammar mistakes., The message requested sensitive information (passwords, PINs, OTPs).",Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,4,3,4,Sometimes,Sometimes,Sometimes,Rarely,3,2,3,2,1,3,Fingerprint Recognition,Accuracy of biometric authentication